,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
38,0.653,0.877,-5.336,0.0359,0.061,0.0133,0.344,0.927,111.025,49l4Fv41jWi2TGCsPmseKY,282400
39,0.794,0.61,-5.951,0.0353,0.215,0.0,0.135,0.929,132.021,5S4Qq5ufU91XImS0T7EjJj,186280
40,0.805,0.637,-6.515,0.0869,0.228,0.0,0.071,0.678,140.045,1bwhDrXcAtqePp8mNJ0pTe,179427
41,0.769,0.54,-7.595,0.22,0.219,0.0,0.101,0.605,87.093,1pm7Es5lFILYkFtc2eSsT1,217067
42,0.663,0.924,-2.115,0.029,0.127,0.0,0.415,0.911,133.017,75rMuRwVOUQ6pyVJsUOY5C,243560
43,0.551,0.887,-6.449,0.0743,0.159,0.0184,0.327,0.787,140.678,0puYGu3f9K5BDravMe3yGD,218440
44,0.8,0.641,-4.149,0.185,0.00554,0.0,0.0662,0.917,160.961,2NXk38cqDXz1qY6E1ADlKA,206107
45,0.969,0.739,-7.335,0.0913,0.0333,0.0,0.124,0.87,120.152,0Psg9I37jSzox4p7caEWCN,210000
46,0.834,0.624,-8.565,0.0838,0.0729,0.0,0.106,0.831,115.981,63siBeZzxXVaY0uASns1V2,232373
47,0.498,0.595,-7.825,0.0359,0.0701,0.000481,0.11,0.107,129.831,6YsoI20XTe9ko9fpXJXNzZ,411960
48,0.69,0.94,-6.284,0.182,0.701,0.0,0.107,0.831,142.912,20D3Fsic2vS0YTeVqb1WZS,166267
49,0.685,0.681,-4.791,0.0268,0.306,1.2e-06,0.127,0.583,86.948,4cruT09re9xcENYoFQ5wml,199947
50,0.525,0.837,-4.399,0.0727,0.0634,0.0,0.281,0.667,92.926,2K9mcH5jYpO88m1nv8fGTf,236640
51,0.761,0.437,-10.053,0.157,0.514,0.0,0.285,0.366,120.072,2qH3Ulxrpemyt2ZIjlSJ7J,191840
52,0.714,0.92,-2.899,0.0312,0.311,0.0,0.312,0.867,111.097,433cfaFqkZ6dfF1zRCitjt,253600
53,0.625,0.88,-3.539,0.0754,0.274,0.0,0.112,0.23,128.148,41eW0sssMpqOmd3ZqbPeZ9,251600
54,0.707,0.624,-8.271,0.0321,0.547,0.00157,0.165,0.827,100.013,4GP7DvuweWXuqTNAdUmnEa,207400
55,0.615,0.599,-8.715,0.253,0.622,7.77e-06,0.192,0.626,86.976,0C2yaSWVgCUiiqPyYxSOkd,172627
56,0.77,0.685,-9.803,0.033,0.553,0.00193,0.14,0.658,105.026,41WB5uXxG0wriIxpYNIFxo,207347
57,0.714,0.549,-8.279,0.172,0.0494,0.0,0.226,0.414,143.906,1EIhcoMZ3See5L28kNvuFe,184840
58,0.829,0.326,-13.08,0.108,0.896,0.0,0.112,0.594,119.977,3Ac4Lj6MPdbypsV3xgYvzz,161707
59,0.75,0.56,-7.161,0.0742,0.763,0.0,0.0953,0.951,127.758,0VjM4Fn1oakl82NON02sOx,136200
60,0.331,0.439,-4.721,0.0278,0.618,0.0,0.381,0.447,174.334,0EaSc3JowqbP9M7SPueDZK,237840
61,0.648,0.537,-9.019,0.0735,0.294,1.87e-05,0.0893,0.224,90.027,2GdQWH8tkjfX9V4Ay296PE,186181
62,0.302,0.451,-7.804,0.0373,0.0687,0.0,0.348,0.201,178.084,3gCS9lJH5J2CY9bJVbJNVA,166347
63,0.738,0.564,-9.119,0.113,0.679,0.304,0.11,0.397,92.501,0vg9919pYOV7mkiEZZDCHo,208703
64,0.701,0.621,-9.428,0.0425,0.0121,0.0,0.0934,0.29,116.028,64mVjYpiuyDCNu2FcPsium,283149
65,0.382,0.409,-8.952,0.0311,0.661,4.02e-05,0.306,0.128,180.343,19ncRYEjjcGiRQgvqXOExO,273133
66,0.67,0.834,-4.576,0.0272,0.152,6.93e-05,0.207,0.684,130.188,1k1TYnOyqus6URRlENhmB6,254773
67,0.697,0.821,-4.925,0.0358,0.298,0.0,0.565,0.689,118.155,5qrVEJLwzDbASSVcfpMJO4,249733
68,0.588,0.945,-2.72,0.351,0.0721,0.0,0.25,0.557,139.75,6FxIFhVlOvI1wcXWe8LKei,205293
69,0.693,0.903,-4.355,0.313,0.00809,0.0,0.111,0.656,146.015,2a7Sqh8bpbabVWlY2jRET9,183907
70,0.668,0.704,-9.307,0.0332,0.174,6.11e-06,0.0866,0.137,112.982,1ue54Yyh1O9kMbxEGmuyXo,271728
71,0.641,0.824,-5.483,0.0432,0.0651,1.99e-06,0.0928,0.627,126.054,6DFzpa0eHyEkvQ2oeewmA2,236840
