,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
26,0.668,0.718,-4.736,0.0605,0.0165,0.0,0.104,0.345,91.993,4fINc8dnfcz7AdhFYVA4i7,192200
27,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,216773
28,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,6QgjcU0zLnzq5OrUoSZ3OK,163253
29,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960
30,0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,1WkMMavIMc4JZ8cfMmxHkI,237547
31,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998,2q4rjDy9WhaN3o9MvDbO21,193387
32,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,269667
33,0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,1u8c2t2Cy7UBoG4ArRcF5g,231827
34,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,7pYfyrMNPn3wtoCyqcTVoI,201493
35,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,6F5c58TMEs1byxUstkzVeM,223546
36,0.715,0.951,-6.488,0.132,0.152,0.0,0.302,0.671,126.643,7Cp69rNBwU0gaFT8zxExlE,284867
37,0.687,0.745,-4.432,0.0379,0.178,1.59e-05,0.111,0.435,129.966,1GEBsLDvJGw7kviySRI6GX,232120
38,0.539,0.702,-7.291,0.0436,0.00245,2.37e-05,0.117,0.206,118.106,5vollujufHY0jMZxx77VWr,301867
39,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,6FB3v4YcR57y4tXFcdxI1E,219720
40,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147
41,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,20I6sIOMTCkB6w7ryavxtO,193400
42,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,6ce41JVa6KFaryfmC2bu2W,232120
43,0.791,0.754,-3.729,0.0569,0.00446,0.0,0.163,0.425,125.014,6tS3XVuOyu10897O3ae7bi,234653
44,0.793,0.634,-4.807,0.0324,0.038,1.76e-06,0.304,0.615,117.023,10nqz67NQWWa7XPq7ycihi,212600
45,0.667,0.659,-4.932,0.0298,0.113,0.0,0.325,0.575,89.128,43H3q2NWT9LCuYS1B5IUvV,203440
46,0.617,0.741,-3.97,0.0311,0.131,0.0,0.0772,0.306,118.984,1D4PL9B8gOg78jiHg3FvBb,236267
47,0.843,0.553,-7.348,0.0317,0.168,2.66e-06,0.107,0.825,115.997,3CI1f4yLwdHzcUnH7o0Xyh,254320
48,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,0ug5NqcwcFR2xrfTkc7k8e,231000
49,0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078,0cqRj7pUJDkTCEsJkx8snD,219200
50,0.57,0.747,-3.978,0.0426,0.445,0.0,0.219,0.808,164.004,6yM6QsnTCTVOkKEvg3hGlo,237747
51,0.8,0.535,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027,1ZY1PqizIl78geGM4xWlEA,209680
52,0.626,0.44,-6.942,0.0232,0.331,0.0,0.146,0.259,99.962,7snx7w5WZLHovS0xC45ZfP,204707
53,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560
54,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.244,74.897,5rEvuW4YhwobKwGL1HPrXA,252733
55,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,5Nm9ERjJZ5oyfXZTECKmRt,172724
56,0.642,0.289,-9.918,0.0367,0.669,0.0,0.18,0.407,84.996,1XpYodsD36XN7ygcdF7mJJ,258373
57,0.609,0.668,-4.284,0.0367,0.0552,0.0,0.167,0.811,80.924,3DXncPQOG4VBw3QHh3S817,288600
58,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,4rHZZAmHpZrA3iH5zx8frV,484147
59,0.638,0.826,-4.968,0.0479,0.139,0.0,0.0803,0.649,124.072,4lCv7b86sLynZbXhfScfm2,227880
60,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400
61,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,4B0JvthVoAAuygILe3n4Bs,205680
62,0.706,0.643,-6.929,0.234,0.0242,0.0,0.262,0.885,143.931,0yvPEnB032fojLfVluFjUv,203760
63,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,1nInOsHbtotAmEOQhtvnzP,221947
64,0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,10M2Ex445zw585Ducldzkw,224853
65,0.635,0.903,-3.588,0.0323,0.0472,0.0,0.255,0.559,100.08,3IPkbTA8KkdDXyWtGkfFXa,182693
66,0.613,0.839,-3.799,0.0352,0.000854,0.0,0.341,0.526,104.975,2d48mamATjby7wgPjdrSOQ,223627
67,0.634,0.668,-5.488,0.0291,0.14,0.0,0.216,0.635,80.989,2mfahQ0EaaZWq4cFNg6A1o,224627
68,0.608,0.928,-2.724,0.0883,0.133,0.0,0.103,0.738,130.012,5w3NgfV8v1nNZFLUBlGHIL,177306
69,0.661,0.75,-5.497,0.0314,0.0303,0.000132,0.0849,0.828,130.077,30MM5jWpUmOxtTNd9Ey5LZ,157080
70,0.47,0.852,-5.874,0.0933,0.163,2.04e-06,0.281,0.773,168.063,2n5ZD87XQ2yvIxGjoYbUmZ,183200
71,0.669,0.617,-8.72,0.057,0.401,0.0,0.119,0.621,147.992,2yQZwi1P8AkkxxFhQ8rMEK,222573
72,0.846,0.711,-7.939,0.061,0.496,0.0,0.247,0.883,120.013,6UsoV6X96Rox9mfxoz7SFy,197840
73,0.492,0.681,-7.038,0.075,0.143,0.0,0.199,0.511,178.01,1mJMD1VIQ7jWTP9DK2zmY0,212445
74,0.582,0.568,-6.051,0.0297,0.196,0.0,0.0841,0.64,76.025,3T6MAweakkNrMYs8jZIWtg,207187
75,0.488,0.637,-7.63,0.0401,0.265,0.0,0.106,0.23,88.872,1KTLLe980WR4RLKg74Ud6e,208653
76,0.643,0.783,-6.458,0.0856,0.047,0.0,0.083,0.579,154.084,7iDa6hUg2VgEL1o1HjmfBn,163870
77,0.446,0.759,-5.053,0.0331,0.0636,0.0,0.098,0.56,170.17,4hxPwjXNymrxLJD4YaeH1b,172102
78,0.333,0.412,-8.633,0.029,0.0977,0.0,0.113,0.474,85.028,0OWZFobGSIW9GrSlQ9C5pc,205453
79,0.612,0.799,-4.603,0.0275,0.00898,0.0,0.172,0.687,125.976,7zVCrzzEJU7u24sbJPXA5W,188253
80,0.553,0.747,-5.432,0.0279,0.106,0.0,0.154,0.521,90.012,3I7krC8kr0gFR7P6vInR1I,234307
81,0.557,0.807,-5.428,0.0825,0.189,0.0,0.234,0.578,81.045,11fWR3u9wjDMW4oVDbUbyT,171493
82,0.622,0.906,-3.401,0.0529,0.239,0.0,0.157,0.454,102.98,0p3koX3t8IuRzXV3R31WD8,202213
83,0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,6cmm1LMvZdB5zsCwX5BjqE,212507
84,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,2PpruBYCo4H7WOBJ7Q2EwM,235213
85,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,6v4F5IaKUITBPzt2wztoiZ,213428
86,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,0vbtURX4qv1l7besfwmnD8,197933
87,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,2vwlzO0Qp8kfEtzTsCXfyE,221360
88,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,3DmW6y7wTEYHJZlLo1r6XJ,206167
89,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,3eR23VReFzcdmS7TYCrhCe,220781
90,0.635,0.691,-4.862,0.258,0.555,0.0,0.097,0.638,82.142,154Z2G9kyrSZgmXmJwiytO,217419
91,0.361,0.831,-1.944,0.198,0.147,0.0,0.244,0.24,168.617,568BqBOqxp0xyv93dmjv3Q,238773
92,0.72,0.763,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965,5knuzwU65gJK7IF5yJsuaW,251088
93,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043,6epn3r7S14KUqlReYr77hA,214240
94,0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,49FYlytm3dAAraYgpoJZux,275987
95,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,5vlEg2fT4cFWAqU5QptIpQ,182307
96,0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613
97,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,4kLLWz7srcuLKA7Et40PQR,289133
98,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,67WTwafOMgegV6ABnBQxcE,277040
99,0.836,0.509,-13.668,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,5IMtdHjJ1OtkxbGe4zfUxQ,276493
100,0.663,0.6,-10.87,0.032,0.43,0.0,0.184,0.8,129.991,7tqhbajSfrz2F7E1Z75ASX,151667
101,0.629,0.793,-5.942,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,5YTtTbqxUzJHD3CpbNHerP,231213
102,0.529,0.127,-16.066,0.0274,0.611,0.000109,0.237,0.578,63.05,62AuGbAkt8Ox2IrFFb8GKV,203573
103,0.701,0.803,-6.786,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,4W4wYHtsrgDiivRASVOINL,320680
104,0.596,0.869,-11.97,0.037,0.0116,0.173,0.0678,0.944,109.902,05wIrZSwuaVWhcv5FfqeH0,238733
105,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,7yq4Qj7cqayVTp3FF9CWbm,204280
106,0.684,0.47,-9.088,0.0325,0.802,0.0,0.0711,0.381,79.934,2nXM8IVqKtyO6JKsLlXWAy,163133
107,0.495,0.781,-8.109,0.0413,0.254,0.0,0.395,0.473,119.206,3HRQtRUYnnuZY7fE900XtJ,248200
108,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,0.776,104.019,3cfOd4CMv2snFaKAnMdnvK,200373
109,0.426,0.584,-5.293,0.296,0.0383,0.0,0.192,0.272,193.438,557un1HgwYMuqfWGSTmnxw,192587
110,0.442,0.83,-4.02,0.146,0.128,0.0,0.129,0.578,89.338,6OEolOOk9Gh9bqkdpfIOl0,215747
111,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,4cluDES4hQEUhmXj6TXkSo,199987
112,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,20I6sIOMTCkB6w7ryavxtO,193400
113,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,7e89621JPkKaeDSTQ3avtg,283800
114,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,37ZJ0p5Jm13JPevGcx4SkF,249293
115,0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,2LawezPeJhN4AWuSB0GtAU,160133
116,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926,2grjqo0Frpf2okIBiifQKs,215093
117,0.949,0.876,-6.472,0.0567,0.0128,0.0,0.124,0.483,117.579,66AiuTr5v9tw6B8gXau2aU,250413
118,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,6Vc5wAMmXdKIAM7WUoEb7N,229400
119,0.582,0.952,-3.848,0.0731,0.00324,0.0,0.223,0.655,103.027,2Fs18NaCDuluPG1DHGw1XG,276320
120,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,47Slg6LuqLaX0VodpSCvPt,220734
121,0.811,0.41,-8.214,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,43btz2xjMKpcmjkuRsvxyg,254493
122,0.623,0.449,-13.333,0.0253,0.212,0.0,0.0613,0.572,84.383,5tVA6TkbaAH9QMITTQRrNv,256000
123,0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,1EAgPzRbK9YmdOESSMUm6P,210173
124,0.566,0.713,-4.25,0.0418,0.645,0.0,0.114,0.805,169.861,0LQtEJt7x0s6knb6RKdRYc,238147
125,0.617,0.741,-3.97,0.0311,0.131,0.0,0.0772,0.306,118.984,1D4PL9B8gOg78jiHg3FvBb,236267
126,0.537,0.66,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096,3xdjjKMcMOFgo1eQrfbogM,298373
127,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,225280
128,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983,3tgZ9vmhuAY9wEoNUJskzV,204200
129,0.486,0.647,-8.066,0.0337,0.189,0.0,0.305,0.628,162.218,4uUwD0uYzIDjKMKQglzmD2,190747
130,0.464,0.405,-12.538,0.033,0.208,1.1e-05,0.0611,0.514,95.852,6ZijsJ9Oh0xgOdY0O1xCWN,236427
131,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,216773
132,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800
133,0.482,0.706,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,4esOae7i4rqTbAu9o5Pxco,224920
134,0.589,0.389,-5.972,0.028,0.851,0.0,0.0772,0.501,89.1,3B5UbSndRz907IZhhmUfLi,197470
135,0.621,0.82,-4.865,0.0367,0.332,0.0,0.104,0.452,144.905,6SKwQghsR8AISlxhcwyA9R,230192
136,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,3w3y8KPTfNeOKPiqUTakBh,233478
137,0.578,0.574,-6.209,0.0454,0.196,0.0,0.083,0.301,174.152,0kN8xEmgMW9mh7UmDYHlJP,261240
138,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,4lLtanYk6tkMvooU0tWzG8,222091
139,0.794,0.711,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915,386RUes7n1uM1yfzgeUuwp,189109
140,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,3JvrhDOgAt6p7K8mDyZwRd,204280
141,0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467
142,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,1EzrEOXmMH3G43AXT1y7pA,242947
143,0.705,0.63,-5.842,0.056,0.157,0.0,0.108,0.641,139.957,4tM7IvirymOPAk74Us27kD,225707
144,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,4E5P1XyAFtrjpiIxkydly4,182307
145,0.691,0.543,-8.161,0.143,0.0112,0.0,0.098,0.587,80.047,1Q1jlFs004vwB0DOznii3K,230853
146,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,5rb9QrpfcKFHM1EUbSIurX,250373
147,0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,6cmm1LMvZdB5zsCwX5BjqE,212507
148,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,3E7dfMvvCLUddWissuqMwr,202067
149,0.442,0.83,-4.02,0.146,0.128,0.0,0.129,0.578,89.338,6OEolOOk9Gh9bqkdpfIOl0,215747
150,0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,3NZJlJemX3mzjf56MqC5ML,278573
151,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,1dzQoRqT5ucxXVaAhTcT0J,241933
152,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,0HPD5WQqrq7wPWR7P7Dw1i,199693
153,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,6JV2JOEocMgcZxYSZelKcc,236002
154,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,3jomjC6H7YQBRr2CHPtc4y,192191
155,0.564,0.328,-13.096,0.0292,0.666,0.0,0.0915,0.725,85.881,0YwNdeDFbGP6AGwsQrtzdY,190000
156,0.688,0.26,-13.686,0.0349,0.984,0.0247,0.112,0.443,102.935,4rJtUMlnhJzlzlnxyoc3tb,237867
157,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,199080
158,0.595,0.653,-4.935,0.0265,0.246,0.0,0.264,0.542,128.93,3oW6SWwGqiZSPTiAp7ZQoH,241533
159,0.491,0.802,-7.106,0.0392,0.25,0.0,0.387,0.472,119.25,77NNZQSqzLNqh2A9JhLRkg,248907
160,0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,5LxvwujISqiB8vpRYv887S,176333
161,0.331,0.55,-6.483,0.0272,0.605,3.96e-06,0.192,0.429,177.734,70C4NyhjD5OZUMzvWZ3njJ,339000
162,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,7e89621JPkKaeDSTQ3avtg,283800
163,0.511,0.596,-6.56,0.224,0.53,0.0,0.0798,0.554,158.063,6fTdcGsjxlAD9PSkoPaLMX,226014
164,0.84,0.364,-11.874,0.0386,0.193,0.0,0.0836,0.96,95.504,4jgczltjMXJdwORMDU9jDO,243373
165,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,222160
166,0.503,0.62,-6.069,0.0296,0.471,0.0,0.159,0.713,116.599,6bJuuCtXYiwOcKT9s8uRh8,160360
167,0.825,0.285,-17.491,0.0326,0.188,0.00131,0.0539,0.86,126.946,0mG66FLhO0iZ6XCAGdjpax,225627
168,0.733,0.795,-6.748,0.0609,0.213,0.0001,0.0989,0.299,136.977,4i3MgUew8ynhf49Qwr4IP4,319347
169,0.621,0.403,-8.211,0.0359,0.581,0.0,0.114,0.634,145.523,2XgGdD5d2MW4RNx8KnIjVh,232133
170,0.771,0.68,-5.881,0.224,0.277,1.18e-05,0.682,0.808,119.952,4NeOWqHmlrGRuBvsLJC9rL,276160
171,0.808,0.581,-5.43,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,16QN8cBubEq706vNtPpOME,172427
172,0.492,0.823,-8.526,0.0297,0.127,0.0,0.0523,0.702,94.342,28efjJXBm1CuCmqle5HK2w,215173
173,0.839,0.804,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,2oENJa1T33GJ0w8dC167G4,239987
174,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,1JSTJqkT5qHq8MDJnJbRE1,253920
175,0.489,0.866,-7.433,0.0933,0.753,0.0,0.876,0.416,138.63,2ZNTPtYmAhN9vCwnAgqKn1,268560
176,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,4aY0tZIaboefmkBEsjAovI,222773
177,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,0.828,121.223,4vVTI94F9uJ8lHNDWKv0i2,201947
178,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,3oDFtOhcN08qeDPAK6MEQG,251440
179,0.578,0.756,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,5imShWWzwqfAJ9gXFpGAQh,201173
180,0.5,0.681,-9.556,0.0672,0.114,4.01e-05,0.139,0.745,119.46,6hs3SDnbO3f6VQuPO4KBEb,263333
181,0.422,0.712,-5.907,0.1,0.273,0.0,0.051,0.471,78.454,2CvOqDpQIMw69cCzWqr5yr,261160
182,0.734,0.442,-8.432,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,2y5aJvzXhHPA94U5GFAcXe,245653
183,0.642,0.289,-9.918,0.0367,0.669,0.0,0.18,0.407,84.996,1XpYodsD36XN7ygcdF7mJJ,258373
184,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,6FE2iI43OZnszFLuLtvvmg,175427
185,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,5rgy6ghBq1eRApCkeUdJXf,250627
186,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,5yDL13y5giogKs2fSNf7sj,197936
187,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,2dOTkLZFbpNXrhc24CnTFd,245040
188,0.485,0.853,-3.192,0.0423,0.0057,0.00155,0.0842,0.304,130.054,3Cth8NLLkMNPXjw6aIMRon,180923
189,0.594,0.507,-6.141,0.0816,0.145,0.000871,0.132,0.137,159.729,19bX4zmC2zDben2ldhoRB3,218147
190,0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,4X5xWMINgGA6l0GoyYkMcr,268320
191,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,5Nm9ERjJZ5oyfXZTECKmRt,172724
192,0.602,0.843,-4.831,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,190jyVPHYjAqEaOGmMzdyk,227987
193,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,1obZSxOoO12yWkwY1kY72N,229507
194,0.778,0.547,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,1mKXFLRA179hdOWQBwUk9e,242733
195,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.118,0.142,92.923,5sra5UY6sD658OabHL3QtI,216480
196,0.56,0.825,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931,4w1lzcaoZ1IC2K5TwjalRP,237493
197,0.527,0.318,-14.061,0.0498,0.509,0.0,0.125,0.523,76.183,1blShRPwUlmJlmU6yxbifG,233707
198,0.508,0.834,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,0GONea6G2XdnHWjNZd6zt3,216053
199,0.687,0.704,-7.923,0.0423,0.0745,0.0,0.0924,0.843,131.704,0TF3F5Lw5apoD1zvR8LikO,192867
200,0.441,0.802,-6.411,0.0305,0.0104,6.19e-05,0.123,0.783,148.02,31FVK7g99Nn15DOY6yYFuT,218356
201,0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,5hnyJvgoWiQUYZttV4wXy6,267960
202,0.63,0.894,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051,6j7hih15xG2cdYwIJnQXsq,218520
203,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,5fVZC9GiM4e8vu99W0Xf6J,262533
204,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,4RCWB3V8V0dignt99LZ8vH,232533
205,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,4llK75pXNWZz6KAho2Gp16,259453
206,0.674,0.778,-5.367,0.0376,0.0469,0.0,0.145,0.816,90.01,4Jz4bjXeiF2SXVj9P4YfY5,189933
207,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790
208,0.685,0.571,-11.623,0.0299,0.335,2.38e-06,0.214,0.869,121.737,5KYoPa5akZxiCn38xelbqI,184173
209,0.59,0.749,-6.246,0.0345,0.333,2.55e-05,0.0986,0.486,117.982,3VVuTYI50T7t0zznR91LNG,208467
