,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
29,0.661,0.293,-13.914,0.0471,0.0772,2.09e-05,0.373,0.663,119.997,1X1lwnQsvBnfxPZR8lD9wm,88816
30,0.866,0.387,-11.011,0.0345,0.403,0.0,0.145,0.79,94.976,2R5iTxkCln6NLTw6l0kjWw,62229
31,0.903,0.619,-5.897,0.0384,0.474,4.26e-05,0.0497,0.849,128.094,1wCpp5fHHaP1YATCtrlUwl,203135
32,0.834,0.645,-9.268,0.0468,0.51,0.904,0.0251,0.629,119.982,5d4HLJnFZJiMsCbaOI9DGS,248242
33,0.861,0.0842,-12.474,0.041,0.967,0.0,0.121,0.491,109.957,3kd7YGbHbuDQzASBgtVt3h,68000
34,0.444,0.614,-4.907,0.0339,0.186,0.0356,0.317,0.404,180.867,6tVmHSYxk2OhVecl0jzMoL,167131
35,0.591,0.378,-9.356,0.0603,0.482,0.0,0.11,0.669,120.082,63rY51rmghCWZt1jQnEwEs,161458
36,0.806,0.445,-5.745,0.0379,0.352,4.93e-06,0.0909,0.576,100.007,6gglrvGNVwsrm83hQdfyYM,160514
37,0.717,0.351,-8.18,0.0282,0.771,0.0,0.102,0.562,120.003,5KMNUtxTWgnC4tJu50nFfd,133792
38,0.687,0.312,-11.89,0.0336,0.642,4.71e-05,0.1,0.849,160.019,1k95ZBpBH1e8ZG61pjYwih,135002
39,0.783,0.14,-11.918,0.0336,0.815,0.0,0.0504,0.603,129.969,6RmASv3WxtDZDyaHjc6FDn,211078
40,0.683,0.207,-7.054,0.0281,0.89,0.0,0.157,0.538,110.067,5E8kvFy2sxqwHM7NABU20E,178393
41,0.906,0.327,-12.624,0.0608,0.492,0.0,0.115,0.966,129.996,1yon4uhxW75G48LGFarDZe,118218
42,0.953,0.523,-6.526,0.0469,0.617,0.0,0.0791,0.803,109.94,3bnYjqWH7mllFMmuJtkp8K,233505
43,0.648,0.34,-7.441,0.0595,0.655,0.0,0.0951,0.964,120.518,0LHMBo9O5lEBEbfjtZzpNq,219325
44,0.869,0.315,-7.254,0.0491,0.518,4.86e-05,0.0863,0.817,139.962,0ZB359x0z9GW39s7ymNjOh,214000
45,0.745,0.457,-8.82,0.027,0.52,4.07e-06,0.172,0.665,95.934,09yUknIAycEt2TUWKmqHuq,164110
46,0.711,0.449,-4.76,0.0253,0.258,2.25e-05,0.103,0.276,107.958,0aCteRhm6bcUJPZYyX1sw8,164389
47,0.869,0.673,-10.107,0.0301,0.245,0.00235,0.0755,0.719,120.032,7J7VhQMffx6z93oJw8grOS,136792
48,0.751,0.402,-11.7,0.0338,0.772,1.5e-06,0.0607,0.818,140.083,1Itdj3BB1NtHM8X1omAdaY,209242
49,0.748,0.507,-11.522,0.0501,0.545,1.09e-05,0.0636,0.942,149.977,6QYQJ6CXcoKUPkaY5ZTkfK,125158
50,0.975,0.243,-11.689,0.0695,0.806,0.0,0.151,0.817,120.103,6Sh2h8v1pwTbsFXx54HlQ8,159126
51,0.976,0.502,-6.71,0.0504,0.743,2.57e-06,0.0754,0.982,109.967,1bSQ9sATofmRdZXFjs6SUT,151091
52,0.754,0.456,-8.718,0.0284,0.585,0.0,0.181,0.943,109.971,5o0oIgZ4BcBlqMTywVegI9,156545
53,0.648,0.34,-7.441,0.0595,0.655,0.0,0.0951,0.964,120.518,0LHMBo9O5lEBEbfjtZzpNq,219325
54,0.717,0.351,-8.18,0.0282,0.771,0.0,0.102,0.562,120.003,5KMNUtxTWgnC4tJu50nFfd,133792
55,0.885,0.325,-5.593,0.0408,0.84,3.27e-05,0.0892,0.893,115.018,6cd0EMew4xPU7bjU8a9065,192395
56,0.869,0.576,-6.782,0.0438,0.699,0.0,0.0881,0.964,159.967,37CGnlnsA29amlPaJaFjDO,112334
57,0.815,0.818,-3.461,0.0345,0.0917,0.0507,0.063,0.931,134.997,0bu83CW2ewdrqzjD7ECCR9,93388
58,0.375,0.38,-9.075,0.031,0.785,0.0,0.17,0.472,122.927,5idxJjy6CPZw4Ceissbz82,256679
59,0.671,0.2,-11.253,0.0371,0.884,1.6e-06,0.0831,0.422,66.154,78TQ1CrffeAnVuRbd75OoA,238972
60,0.801,0.473,-4.557,0.0389,0.808,0.00109,0.305,0.791,105.424,6XHZXsZ2Ia0TZdPJ5vSWwn,150768
61,0.651,0.634,-5.942,0.0288,0.387,0.000157,0.123,0.677,151.653,4V2cqI1mdF9NBT4pFcRRVJ,208131
62,0.811,0.968,0.165,0.0379,0.171,0.00786,0.174,0.781,119.941,6uc1p7dO7dLcLcxnjVAmwn,157608
63,0.777,0.754,-6.179,0.0384,0.149,0.000593,0.117,0.788,110.069,28KEMJHbrKQGnGJldEfEb3,201585
64,0.413,0.671,-1.282,0.0287,0.408,1.49e-05,0.494,0.47,111.857,1OFNpgLXB0ObFeWK4PeHBT,240192
65,0.629,0.427,-8.58,0.0379,0.526,2.9e-06,0.188,0.93,78.608,4o9Z9hPJdqlnUjSwmqR11A,103602
66,0.781,0.633,-10.257,0.0355,0.699,0.221,0.106,0.864,145.892,5DXYaunLUSiQI5pDqbFWx8,128784
67,0.595,0.502,-5.642,0.037,0.126,0.0971,0.0917,0.932,180.011,0Jg1X6SGTXPHCBUcyheWo5,76042
68,0.635,0.747,-4.917,0.331,0.153,0.00115,0.082,0.815,111.951,2JuLHapfioS77pjfWPmVdb,118933
69,0.755,0.776,-8.08,0.0381,0.076,0.00349,0.0371,0.933,145.026,3not36eGsAAIelC99DKh3w,187115
70,0.769,0.865,-4.174,0.0513,0.451,0.865,0.0708,0.938,155.059,7A0UTclKRxLvuiiFvi1FRu,157962
71,0.579,0.303,-7.271,0.0344,0.723,0.0,0.0871,0.52,123.917,5S1dsH7kpWWnUWi0iCGUHC,195092
72,0.486,0.575,-4.842,0.0272,0.0101,1.52e-06,0.217,0.425,103.783,4PQmWii52d0tmheoeEkdJQ,160914
73,0.784,0.207,-12.478,0.047,0.832,0.0,0.117,0.548,112.266,1rVBE5t59NtX8VfcOb1770,52067
74,0.94,0.213,-10.181,0.0855,0.418,0.0,0.0893,0.832,133.095,4jKlouPlVZOkuRwyBpgLPN,133190
75,0.851,0.67,-4.826,0.0371,0.111,0.0,0.341,0.679,108.971,51LmsCOm7YfVNIA7NnkMzr,186434
76,0.571,0.68,-4.276,0.031,0.54,1.53e-06,0.0877,0.268,90.128,18JOLRbgtpjBhQV6a2Zax6,237754
77,0.71,0.722,-4.019,0.0338,0.147,0.0,0.0479,0.543,120.02,2uCjR3KIzmHVBwZnO1U58f,210220
78,0.677,0.558,-11.039,0.0325,0.205,0.000124,0.12,0.599,129.883,6Z3Va0lJRfj9pKhfN0nY1h,311771
79,0.795,0.42,-9.238,0.0355,0.825,0.224,0.112,0.6,111.355,41f5jq15cJBQlebYPCcocC,248577
80,0.665,0.257,-18.472,0.0317,0.00949,3.87e-06,0.0865,0.704,103.795,5aJQfu4JRG45EA5y4tDNOx,156502
81,0.667,0.614,-6.898,0.0301,0.722,0.00981,0.246,0.836,139.849,2PymlWIlgZ9eCe8HAjJLki,149077
82,0.637,0.944,-7.193,0.0512,0.0832,0.00149,0.135,0.792,144.013,2VRvYfAHpFUZCc9LcZaCPt,231314
83,0.87,0.448,-11.536,0.14,0.4,0.0,0.37,0.413,120.554,3wq2nC5n6xW2FcM2ESzn2z,180963
84,0.658,0.465,-7.494,0.0334,0.771,0.00684,0.0931,0.677,134.458,2NGqhuowDVIHsGdiU6yQId,112507
85,0.852,0.875,-5.519,0.152,0.0432,0.000642,0.0693,0.719,140.044,293ENKvZZUq6u733HQWq3A,180088
86,0.564,0.488,-5.991,0.0289,0.76,0.0,0.142,0.154,80.059,25sVpn1xerEU8OHWnVkyzY,265947
87,0.725,0.439,-8.096,0.0335,0.817,0.0,0.0872,0.435,130.013,3rzrnu7aycggDrkiJFFhVl,238274
88,0.733,0.424,-15.589,0.032,0.16,0.508,0.0681,0.603,92.759,33Jfel0Mk0yTUEdZDoinVM,206241
89,0.421,0.213,-10.548,0.0306,0.898,6.48e-05,0.171,0.283,126.236,1FDsFjUt4gD3KCVca6F6x7,322128
90,0.684,0.528,-9.431,0.0395,0.595,0.0,0.376,0.597,72.36,1tAhUDJy02tNnvGgh9B69W,169662
91,0.712,0.631,-3.869,0.0406,0.341,0.000198,0.0598,0.611,157.955,2fAXzGRTEyRXycBHGlpxia,137040
92,0.703,0.583,-5.828,0.0266,0.643,0.0,0.12,0.378,109.953,29RyKeNfDWBiCBd7KRrsN3,185195
93,0.609,0.324,-6.006,0.0263,0.556,3.4e-05,0.124,0.239,109.996,1o3TH12c56IwCBdaxD2XUp,228987
94,0.589,0.209,-6.645,0.0265,0.784,0.0,0.113,0.362,95.095,7vnefX9zO3zNPBYLNgCMrK,197667
95,0.391,0.617,-6.224,0.0269,6.23e-05,3.3e-05,0.312,0.413,95.329,7zZ0PStalMO5TPb14elqRT,135047
96,0.686,0.683,-9.274,0.0348,0.0174,0.768,0.297,0.828,120.829,6FpRsoiL4AiWLtouIXj2Gd,123672
97,0.975,0.417,-8.433,0.0803,0.0641,1.7e-05,0.2,0.494,124.028,5qkYQT37xstGwBE3VigQlx,270968
98,0.673,0.626,-9.188,0.0369,0.0277,0.000863,0.113,0.475,134.878,0rHyQ0XJAeIW9ewkeLm6Iz,179156
99,0.704,0.828,-3.552,0.0395,0.171,1.72e-06,0.0282,0.824,124.929,1l1QBoJC0yjkCRQRAlfGTt,159752
100,0.72,0.803,-6.282,0.0391,0.17,0.000278,0.112,0.961,138.096,6QMWnohOlzOuJnDcxxRbqW,153280
101,0.742,0.941,-5.58,0.0862,0.0415,2.45e-06,0.125,0.767,134.98,4cGK9f5gSz9dtbdZJwVJyA,188888
102,0.435,0.251,-13.757,0.0402,0.13,0.00171,0.0838,0.295,159.715,1ieZAgDsfsMlSugxNSPfMZ,210364
103,0.75,0.661,-5.748,0.0296,0.284,1.78e-05,0.0885,0.631,110.078,3E8I088Kp9Mnwp7MJkkgMM,188878
104,0.752,0.555,-9.358,0.0256,0.132,0.415,0.262,0.795,99.968,6Mc6zMhV5UtEYUUr5rjp8Z,159373
105,0.627,0.136,-11.627,0.0298,0.617,3.41e-06,0.107,0.265,131.577,3XuwkMnmgPxtpwiDnRNIyG,206747
106,0.627,0.211,-9.093,0.0313,0.929,0.000201,0.123,0.401,119.876,7wEXWgdkCTtvpAH5rCmAIV,189375
107,0.344,0.287,-8.336,0.0313,0.383,2.28e-05,0.089,0.236,129.618,3z1f4RRLyHgq8RkuhlGJs7,328615
108,0.595,0.502,-5.642,0.037,0.126,0.0971,0.0917,0.932,180.011,0Jg1X6SGTXPHCBUcyheWo5,76042
109,0.9,0.421,-17.63,0.0388,0.183,0.227,0.0647,0.841,112.948,2Gj2LeiRkzslVd0oF4i0Pu,145450
110,0.755,0.628,-6.184,0.0285,0.0175,0.000472,0.247,0.705,128.017,3wPTNkpxbms3wkEGSiy4JV,158058
111,0.755,0.525,-8.499,0.0461,0.116,0.0,0.0731,0.921,176.068,3gkQtX8qylZKPAYsFMabyA,164095
112,0.957,0.34,-10.206,0.0487,0.0641,0.0,0.0577,0.592,116.018,5Wc0KizbKV6DBiVILP3gzv,152224
113,0.504,0.786,-5.473,0.0316,0.00554,0.000172,0.102,0.646,167.743,4YqWjq7tb1ymVm1kgpUuDV,177032
114,0.838,0.891,-4.275,0.143,0.187,2.55e-05,0.125,0.951,132.459,3j66KWDXXVgu8yMEvkHiM4,156029
115,0.767,0.706,-7.509,0.0399,0.124,0.1,0.147,0.941,124.839,4SwT6KBP3jLG86GDEFD27J,187667
116,0.709,0.938,-3.557,0.0861,0.175,0.0,0.064,0.898,163.023,7xOuAIh0n2ftmVmK4UBHub,118173
117,0.874,0.486,-6.197,0.0332,0.37,0.0,0.107,0.844,92.659,0rH5yMUFVhZpzU3DciyzPj,121200
118,0.776,0.445,-7.56,0.065,0.693,5.46e-06,0.0768,0.95,172.238,7mwEz7HbFiMqf9JzOqwbSI,115361
119,0.941,0.387,-11.92,0.0427,0.184,2.88e-05,0.157,0.965,125.021,6YQ7aPJhk0MGpwoKfFAEbS,207340
120,0.697,0.828,-4.904,0.0945,0.306,0.000185,0.104,0.751,189.983,1taVyQkEgJfBjcsxYgEM15,167889
121,0.528,0.551,-10.518,0.0384,0.725,8.4e-06,0.0911,0.573,179.735,0HNeQXNQtdEvfJIvZLPHfR,258847
